Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
151,-0.152672,-9.923664,3.633588,-0.009766,-0.987549,-0.078613,0.00,0.00,0.00
152,0.083969,-10.694656,3.824427,-0.019531,-0.983154,-0.072266,0.00,0.00,0.00
153,0.251908,-11.152672,3.923664,-0.028076,-0.987061,-0.068604,0.00,0.00,0.00
154,2.312977,-11.603053,4.083969,-0.049561,-1.001953,-0.052246,0.00,0.00,0.00
155,0.435115,-13.458015,5.083969,-0.058838,-0.994385,-0.064697,0.00,0.00,0.00
156,1.343511,-15.007634,5.458015,-0.063477,-0.995117,-0.041504,0.00,0.00,0.00
157,1.786260,-16.503817,5.519084,-0.066650,-0.991455,-0.040283,0.00,0.00,0.00
158,1.114504,-18.793893,5.610687,-0.059326,-0.996338,-0.054443,0.00,0.00,0.00
159,1.053435,-20.610687,5.946565,-0.066162,-0.998779,-0.059326,0.00,0.00,0.00
160,1.129771,-21.832061,6.648855,-0.058838,-0.989502,-0.063477,0.00,0.00,0.00
161,1.213740,-23.366412,7.442748,-0.054932,-0.979736,-0.068604,0.00,0.00,0.00
162,0.183206,-24.435115,8.908397,-0.039062,-0.972900,-0.056885,0.00,0.00,0.00
163,-1.114504,-22.938931,9.870229,-0.051758,-0.978271,-0.051758,0.00,0.00,0.00
164,-1.145038,-22.458015,10.786260,-0.062256,-0.973145,-0.068115,0.00,0.00,0.00
165,-1.541985,-24.633588,11.641221,-0.051514,-0.968750,-0.069824,0.00,0.00,0.00
166,-2.763359,-25.763359,12.916031,-0.033936,-0.954102,-0.069336,0.00,0.00,0.00
167,-3.160305,-24.488550,14.175573,-0.021484,-0.958008,-0.077148,0.00,0.00,0.00
168,-3.236641,-22.854962,14.702290,0.011230,-0.990479,-0.088379,0.00,0.00,0.00
169,-2.801527,-22.564885,15.229008,0.018311,-0.998291,-0.089355,0.00,0.00,0.00
170,-3.083969,-21.725191,15.862595,0.035156,-1.005127,-0.082275,0.00,0.00,0.00
171,-3.083969,-20.129771,16.190840,0.053955,-1.000488,-0.082031,0.00,0.00,0.00
172,-3.030534,-18.152672,15.755725,0.060059,-1.008301,-0.091064,0.00,0.00,0.00
173,-2.335878,-16.236641,15.580153,0.052979,-1.008301,-0.087646,0.00,0.00,0.00
174,-2.206107,-14.954198,15.366412,0.038574,-0.995117,-0.097168,0.00,0.00,0.00
175,-2.473282,-14.770992,15.038168,0.033447,-0.983398,-0.098145,0.00,0.00,0.00
176,-2.641221,-14.748092,14.938931,0.015381,-0.992676,-0.121582,0.00,0.00,0.00
177,-2.770992,-13.389313,14.557252,0.004883,-0.982910,-0.138428,0.00,0.00,0.00
178,-2.541985,-12.389313,14.267176,0.006104,-0.977051,-0.143066,0.00,0.00,0.00
179,-2.816794,-12.274809,14.175573,0.003906,-0.989258,-0.154053,0.00,0.00,0.00
180,-2.931298,-12.961832,14.106870,-0.005371,-0.979736,-0.150146,0.00,0.00,0.00
181,-3.320611,-12.274809,13.824427,-0.004150,-0.983643,-0.163086,0.00,0.00,0.00
182,-3.442748,-12.015267,13.679389,0.011475,-0.984619,-0.159668,0.00,0.00,0.00
183,-3.343511,-11.587786,13.396947,0.026855,-0.991455,-0.161865,0.00,0.00,0.00
184,-2.931298,-11.251908,12.954198,0.018555,-0.994873,-0.149414,0.00,0.00,0.00
185,-1.992366,-8.198473,10.961832,0.031738,-0.965088,-0.142822,0.00,0.00,0.00
186,-2.351145,-10.251908,12.969466,0.035400,-0.991455,-0.141846,0.00,0.00,0.00
187,-1.030534,-8.587786,12.290076,-0.011719,-1.004639,-0.146973,0.00,0.00,0.00
188,-0.381679,-8.809160,11.931298,0.008057,-0.983887,-0.134277,0.00,0.00,0.00
189,-0.496183,-8.053435,11.328244,0.019043,-0.984131,-0.139893,0.00,0.00,0.00
190,-0.312977,-7.618321,10.862595,0.009766,-0.987305,-0.157715,0.00,0.00,0.00
191,-0.045802,-7.076336,10.114504,0.000000,-0.983154,-0.169434,0.00,0.00,0.00
192,-0.038168,-6.511450,9.099237,-0.012695,-0.988281,-0.170166,0.00,0.00,0.00
193,0.236641,-5.862595,8.297710,-0.021484,-0.979004,-0.173828,0.00,0.00,0.00
194,0.221374,-5.671756,7.496183,-0.028076,-0.977295,-0.164062,0.00,0.00,0.00
195,0.381679,-6.038168,7.061069,-0.036621,-0.975830,-0.171631,0.00,0.00,0.00
196,0.625954,-6.435115,6.358779,-0.032471,-0.991455,-0.169922,0.00,0.00,0.00
197,1.152672,-6.778626,5.709924,-0.036133,-0.992188,-0.165771,0.00,0.00,0.00
198,2.091603,-6.816794,5.145038,-0.037842,-0.986328,-0.150879,0.00,0.00,0.00
199,2.778626,-6.389313,4.748092,-0.041748,-0.990967,-0.143066,0.00,0.00,0.00
200,3.770992,-6.839695,4.465649,-0.046631,-0.985107,-0.136475,0.00,0.00,0.00
201,4.572519,-7.832061,4.381679,-0.053467,-0.990967,-0.138916,0.00,0.00,0.00
202,5.206107,-8.297710,3.687023,-0.066406,-0.985352,-0.138672,0.00,0.00,0.00
203,5.519084,-8.587786,3.473282,-0.070312,-0.984375,-0.137451,0.00,0.00,0.00
204,5.885496,-9.816794,3.381679,-0.081055,-0.986084,-0.146973,0.00,0.00,0.00
205,6.564885,-10.687023,3.366412,-0.099854,-0.988525,-0.144287,0.00,0.00,0.00
206,6.595420,-10.931298,3.748092,-0.130127,-0.980957,-0.137695,0.00,0.00,0.00
207,6.519084,-11.824427,3.847328,-0.129639,-0.973633,-0.133057,0.00,0.00,0.00
208,6.206107,-13.488550,4.061069,-0.138184,-0.979492,-0.125977,0.00,0.00,0.00
209,5.893130,-15.030534,4.236641,-0.114990,-0.973877,-0.122070,0.00,0.00,0.00
210,6.610687,-14.862595,3.900763,-0.093018,-0.942627,-0.108154,0.00,0.00,0.00
211,5.977099,-17.778626,6.419847,-0.072266,-0.993652,-0.093262,0.00,0.00,0.00
212,6.885496,-17.977099,6.290076,-0.080322,-0.997803,-0.118408,0.00,0.00,0.00
213,7.641221,-19.244275,7.030534,-0.054932,-0.994141,-0.095459,0.00,0.00,0.00
214,8.427481,-18.786260,7.938931,-0.031494,-0.987549,-0.094482,0.00,0.00,0.00
215,9.511450,-19.221374,8.412214,-0.017090,-0.988037,-0.095703,0.00,0.00,0.00
216,10.000000,-19.870229,9.190840,-0.012695,-0.991211,-0.113037,0.00,0.00,0.00
217,10.877863,-20.175573,9.442748,-0.020264,-0.987549,-0.126221,0.00,0.00,0.00
218,11.435115,-19.610687,9.664122,-0.034912,-0.972412,-0.126953,0.00,0.00,0.00
219,11.671756,-18.534351,9.145038,-0.037109,-0.980225,-0.124268,0.00,0.00,0.00
220,11.839695,-17.595420,8.961832,-0.028564,-0.976318,-0.125488,0.00,0.00,0.00
221,12.381679,-16.923664,8.236641,-0.011963,-0.998291,-0.135986,0.00,0.00,0.00
222,12.748092,-16.213740,7.335878,0.006836,-0.994141,-0.164062,0.00,0.00,0.00
223,13.343511,-15.381679,6.526718,0.013428,-1.000732,-0.172607,0.00,0.00,0.00
224,13.709924,-15.671756,7.152672,-0.024658,-0.997070,-0.161865,0.00,0.00,0.00
225,13.916031,-14.862595,6.679389,-0.039795,-0.987305,-0.151611,0.00,0.00,0.00
226,13.954198,-14.503817,5.992366,-0.033203,-0.980225,-0.149658,0.00,0.00,0.00
227,13.832061,-15.259542,5.702290,-0.009521,-0.992188,-0.148438,0.00,0.00,0.00
228,13.992366,-16.183206,5.312977,-0.019043,-0.995117,-0.153320,0.00,0.00,0.00
229,14.145038,-16.000000,5.053435,-0.010742,-0.997070,-0.149902,0.00,0.00,0.00
230,14.549618,-16.213740,4.618321,-0.008301,-1.000977,-0.140869,0.00,0.00,0.00
231,13.961832,-16.916031,5.015267,-0.032227,-1.008789,-0.133057,0.00,0.00,0.00
232,14.419847,-17.572519,4.557252,-0.020264,-0.996826,-0.129639,0.00,0.00,0.00
233,13.748092,-18.213740,4.709924,-0.026123,-0.996582,-0.121094,0.00,0.00,0.00
234,13.946565,-18.625954,4.603053,-0.040039,-0.987549,-0.109375,0.00,0.00,0.00
235,13.801527,-19.458015,4.816794,-0.048340,-0.985107,-0.106445,0.00,0.00,0.00
236,14.183206,-19.358779,5.022901,-0.051270,-0.972656,-0.098389,0.00,0.00,0.00
237,14.244275,-19.435115,5.381679,-0.054199,-0.981934,-0.071777,0.00,0.00,0.00
238,13.931298,-20.580153,5.648855,-0.057373,-0.978027,-0.084229,0.00,0.00,0.00
239,13.923664,-20.442748,5.709924,-0.038330,-0.974121,-0.064453,0.00,0.00,0.00
240,13.900763,-20.854962,5.931298,-0.025635,-0.987305,-0.080811,0.00,0.00,0.00
241,13.992366,-21.603053,5.732824,-0.024658,-1.001465,-0.084961,0.00,0.00,0.00
242,14.061069,-22.442748,5.572519,-0.034424,-1.007568,-0.090088,0.00,0.00,0.00
243,13.656489,-23.534351,5.244275,-0.019287,-1.012451,-0.073242,0.00,0.00,0.00
244,13.679389,-24.038168,4.839695,-0.002686,-1.013184,-0.075684,0.00,0.00,0.00
245,14.305344,-23.389313,4.564885,-0.001221,-1.005859,-0.063477,0.00,0.00,0.00
246,14.763359,-22.480916,4.396947,-0.014893,-1.001953,-0.064209,0.00,0.00,0.00
247,15.061069,-22.450382,4.633588,-0.046875,-0.984619,-0.046387,0.00,0.00,0.00
248,15.328244,-22.038168,4.664122,-0.072021,-0.978516,-0.034912,0.00,0.00,0.00
249,15.603053,-21.977099,4.916031,-0.091309,-0.959717,-0.032959,0.00,0.00,0.00
250,16.175573,-21.984733,4.992366,-0.101807,-0.952148,-0.039551,0.00,0.00,0.00
251,16.221374,-23.106870,5.557252,-0.128906,-0.950195,-0.038574,0.00,0.00,0.00
252,16.351145,-24.076336,5.969466,-0.127197,-0.947021,-0.043945,0.00,0.00,0.00
253,16.221374,-25.061069,6.167939,-0.125244,-0.954590,-0.054199,0.00,0.00,0.00
254,16.183206,-26.320611,6.671756,-0.107422,-0.969727,-0.063965,0.00,0.00,0.00
255,16.274809,-27.900763,7.519084,-0.095947,-0.978760,-0.076904,0.00,0.00,0.00
256,16.709924,-28.511450,8.656489,-0.088135,-0.987061,-0.076172,0.00,0.00,0.00
257,16.618321,-28.877863,9.137405,-0.074951,-0.995605,-0.068604,0.00,0.00,0.00
258,16.419847,-30.595420,9.519084,-0.068848,-1.011963,-0.079346,0.00,0.00,0.00
